guid,entry name,English
6966999f-efee-45b2-af73-4f68801811a2,Item_IT_EXP_250,"Skin shed from a Hirabami.
Treasured by the people of the
Iceshard Cliffs as a curative."
ae48000e-ff3c-4e4a-bfa0-55e9b281a02f,Item_IT_251,Wyvernscale Vase
0e4083c5-5a9a-4beb-bb90-648bbfb78764,Item_IT_EXP_251,"An ancient ornamental vase found
in the Iceshard Cliffs. The techniques
used to craft it are lost to time."
2122fd79-2d2e-4a78-a0c9-cd2eae2d992c,Item_IT_252,Dragonscale Vase
f9a8c6de-2643-4c3a-9a2b-07e4ca3dcfc0,Item_IT_EXP_252,"Each individual scale ornamenting
this vase from the Iceshard Cliffs
sparkles with a fiery brilliance."
67099744-2b58-4d03-a6b6-4eddbabc0532,Item_IT_253,Large Goldenscale Vase
c850f2fc-79c5-4f90-a56a-0503e6899e7e,Item_IT_EXP_253,"An exquisite, inscribed vase from
the Iceshard Cliffs. A treasure
worthy of kings, lost to the world."
a2f78c99-6156-44ae-a276-4b63e94a4106,Item_IT_254,Wyveria Lantern
70657ffa-3d3b-4163-a777-d00481647faa,Item_IT_EXP_254,"Fruit encased in a mesh shell, found
in the Ruins of Wyveria. A precious
source of sustenance to the natives."
91dda88f-d6e5-40b1-8eae-351ca10da235,Item_IT_255,Mature Wyveria Lantern
95814b85-dd9c-411c-9968-f2c7618e0bc6,Item_IT_EXP_255,"A rarity in the Ruins of Wyveria.
The ripening process imbues the
fruit with medicinal properties."
dc327e4b-2c9e-4509-9ab3-03327eff47d0,Item_IT_256,Origin Wylk Gem
7e4bc193-198f-4d0c-af99-786fb44c2c04,Item_IT_EXP_256,"A precious find from the Ruins of
Wyveria. More transparent than other
Wylkdrops and has considerable heft."
48029f72-b943-4bee-b33f-331d5700c56b,Item_IT_257,Milky Cocoon Web
6f51b514-3ee3-4a6a-bb19-c73a77fe4b52,Item_IT_EXP_257,"A curious fiber found in the Ruins
of Wyveria. A resource treasured
by the Keepers."
8cb30199-1785-4c6e-a3f9-49c6ffe763ff,Item_IT_258,Wylk Pebble
16150207-90ac-4fd1-ae5d-6559d8175c5d,Item_IT_EXP_258,"Small stones found across the East.
A rich source of energy, they are
often burned for fuel."
091fc2f7-daca-4d50-8739-bf3cf68a9051,Item_IT_259,Wylk Gem
9a2a8106-3eda-49e9-b89b-4f9aa7030ac7,Item_IT_EXP_259,"A beautiful, faintly luminescent
stone occasionally found inside
Wylkdrops harvested in the East."
96a00a0d-bb69-4bd0-a331-18a9144d54f4,Item_IT_260,Time-honed Wylk Gem
73d4912c-5ca9-4d42-a6b3-03cc4524019d,Item_IT_EXP_260,"The size of this rare find from
the East is the result of an eons-
long natural formation process."
b14ed6ec-f481-4536-a3c1-d174fd478a0a,Item_IT_261,Ancient Fossil
a422af9f-11ab-4d7a-9c7d-616a8802ff49,Item_IT_EXP_261,"The blackened, stony remains of old
bones unearthed in the East. When
polished, it gains a velvety sheen."
8a484ec5-ed73-426f-8e38-ba415a79f9a8,Item_IT_262,Drifting Sea Pot
4b5642fa-f3cc-421e-b3e8-8ee870150fec,Item_IT_EXP_262,"A species of translucent sea squirts
found in the East. When salt-dried,
it becomes a fine preserved food."
4db1b8de-8125-4e52-964d-c6cd922c9259,Item_IT_263,Royal Sea Pot
08ae14ab-d436-44fc-9f0c-410ea809490f,Item_IT_EXP_263,"A rare, meatier species of sea
squirt found in the East. Keeps
its rich flavor, even when preserved."
645eb5c6-60a6-40bf-8f36-009189ee4feb,Item_IT_264,Gobletweed
c87e63f9-5a62-4a23-8ec3-3223f7d691ac,Item_IT_EXP_264,"Algae that grows in the East.
It resembles a ceremonial cup—
Cheers for finding such a beauty!"
f8407b4b-a595-4f82-b68d-a2f9fd874421,Item_IT_265,Chaliceweed
f9bfa0ea-0234-4d7a-b343-b02fa95a4c5e,Item_IT_EXP_265,"Care must be taken not to disturb
the delicate form of this rare and
stunning algae when harvesting it."
122b45f1-262f-4e38-83b6-0d17c4ff2a02,Item_IT_266,Nightflower Pollen
09234457-cc5e-43b3-b7a3-0cdb2c4741fd,Item_IT_EXP_266,"Pollen from a flower that
blooms under a full moon. It
exudes an ethereal pale glow."
73980a8c-92e9-4a55-94f7-035ac2e96b4f,Item_IT_267,Fossilized Opal
0dfa14e3-8a0d-4a65-926c-db9a5b780bbc,Item_IT_EXP_267,"A mass of organic material
fossilized into opal over time.
It has a deep crimson shine."
552d6230-f33a-4961-a734-68d70eb790c1,Item_IT_268,Fossilized Fire Opal
ab9731bd-049c-433a-99a5-514397a3bc17,Item_IT_EXP_268,"This gorgeous fossil is marked by
an exceptionally clear and fiery
opal. A truly radiant rarity."
32ac8f8a-843e-4b06-985d-caf12bba2013,Item_IT_269,Genesis Opal
5e6c1bc4-657a-4ec4-b93e-cf78fac27a2e,Item_IT_EXP_269,"The opal inclusion in this fossil
burns with the fire of creation
that first shaped this world."
ef8b41d6-222b-4889-9ecc-5dc2e2db0544,Item_IT_270,Wyvernsprout
8c2c0f8a-9465-4f1a-a56c-3b5e5c272fb9,Item_IT_EXP_270,"A parasitic fungus that grows on
the bodies of dead monsters. Prized
as a symbol of reincarnation."
077d6fe7-26c0-40db-a4ce-a3eb1f131f30,Item_IT_271,Whetfish Fin
99654b0b-12ce-4f5b-9646-c4a4195d29cd,Item_IT_EXP_684,"A fish fin used to sharpen weapons.
Works better than a whetstone
and can be reused if you're lucky."
274bf527-c46c-400a-9f7a-1c6608ae3c1b,Item_IT_684,Whetfish Fin+
6e0d83d7-3113-4bb0-ab72-70cdbbbad802,Item_IT_EXP_271,"A fish fin that greatly restores
sharpness and requires fewer
strokes than a whetstone."
e603cb34-a476-423d-bd01-841db5ec43b9,Item_IT_272,Sushifish Scale
437356ee-c77b-4204-947f-a7a83a172452,Item_IT_EXP_685,"Scale from a Sushifish.
Eat to get a large health/natural
healing boost or to treat bleeding."
6e184162-b099-4b49-bccf-d900abad6df6,Item_IT_685,Great Sushifish Scale
e1372726-9f80-4b60-aae9-b8b82293282b,Item_IT_EXP_272,"A scale from a Sushifish.
Slightly restores health
and treats bleeding."
1d175ed8-35ce-4e49-a33e-17d0aecf031b,Item_IT_273,Lala Barina Shell
21073598-2f96-41f4-8920-ecb6ecd25ac5,Item_IT_EXP_273,"The outer shell of a Lala
Barina. Has a dark luster and
is wonderfully lightweight."
a7f2d0a0-b75d-4c03-bd5d-4fee42e3a12c,Item_IT_274,Lala Barina Claw
26752500-ddb0-4547-ade4-fa999e3d209f,Item_IT_EXP_274,"A claw from a Lala Barina. Vivid
scarlet decorates its keen edge."
ddbaf3fe-c1a4-4e9c-a096-feddb0aefd5e,Item_IT_275,Lala Barina Stinger
35372907-111a-4cda-b33c-78e03a2f9bc6,Item_IT_EXP_275,"The stinger from a Lala Barina.
Sharp as a sword, one thrust
is all it takes to subdue prey."
2fb15736-a8f5-48ba-964d-c40ed1bbbac8,Item_IT_276,Lala Barina Certificate
2fb3e7c6-0e2e-4ee7-ae67-d0f25f9c19ab,Item_IT_EXP_276,"A Guild certificate awarded to
those who have hunted a Lala
Barina. Used to make equipment."
96167e01-1d2e-496f-83ea-858e8541186d,Item_IT_277,Lala Barina Floret
87c6ccbf-0d32-452d-aeab-1e489ddcf80f,Item_IT_EXP_277,"Hair from a Lala Barina. So
white and pristine that it could
pass for a high quality pelt."
9c14accc-01a2-4901-90b5-0dd8d11cb242,Item_IT_278,Screamer Pod
3529397f-2479-424f-86b9-54f0b23f27f2,Item_IT_EXP_278,"Used as ammo for your Slinger. Emits
a harsh, high-frequency sound that
can disrupt sensitive monsters."
a50b2508-2442-4d21-9dce-8af279a8ccbc,Item_IT_280,<COLOR FF0000>#Rejected#</COLOR> Item_IT_280
0e8af7a2-66a2-4b15-9541-84d7e948790e,Item_IT_EXP_280,<COLOR FF0000>#Rejected#</COLOR> Item_IT_EXP_280
91f90617-8e03-449d-89e7-066f7836aa70,Item_IT_281,Krano Copper
41f94037-23be-4350-9157-c42ca3104e3a,Item_IT_EXP_281,"Copper pyrite from a Kranodath's
shell. Its luster makes it a prime
material for decorations."
7f5bfbeb-b3ee-4092-ada5-64d675801722,Item_IT_282,Krano Pyrite
62180e8a-921c-405a-9b1c-d113da6e53d9,Item_IT_EXP_282,"High-quality copper pyrite from
a Kranodath's shell. Its brilliant
sheen is stunning to behold."
d17848c6-2ca9-4434-b17d-e0a7e981cce3,Item_IT_283,<COLOR FF0000>#Rejected#</COLOR> Item_IT_283
839f36b3-cf4f-45e3-8e15-fac508bc4a12,Item_IT_EXP_283,<COLOR FF0000>#Rejected#</COLOR> Item_IT_EXP_283
1d41c116-e538-496a-9b89-a5c23b5b706d,Item_IT_284,<COLOR FF0000>#Rejected#</COLOR> Item_IT_284
e3beeb46-9223-4b4f-ab22-5fe51fb51525,Item_IT_EXP_284,<COLOR FF0000>#Rejected#</COLOR> Item_IT_EXP_284
239f7cce-e25e-45d0-8917-431443f7993a,Item_IT_690,<COLOR FF0000>#Rejected#</COLOR> Item_IT_690
792bbda8-f26a-45cb-aa7a-5487665a63ed,Item_IT_EXP_690,<COLOR FF0000>#Rejected#</COLOR> Item_IT_EXP_690
1fb1b00e-5b2f-4982-b9b4-b66628a5141d,Item_IT_285,Thunder Pod
8b0c1c84-fe97-4ed1-a940-57ce052ec4a9,Item_IT_EXP_285,"Slinger ammo imbued with thunder
element."
18cc2a91-93a4-4ad7-a700-98f7e8a0ce97,Item_IT_286,Frost Pod
864486a1-3dba-4558-a868-ac555575ac80,Item_IT_EXP_286,"Slinger ammo imbued with ice
element."
2a4a5623-19d9-4193-993f-8aefdd7163f0,Item_IT_287,Dragon Pod
8af20104-85e0-4680-a37e-6915c75efed4,Item_IT_EXP_287,"Slinger ammo imbued with dragon
element."
e6403712-2fac-459e-b3ef-eb757f2cbb0e,Item_IT_288,Fresh Honey
ce03b4d5-2deb-4fae-9c4d-62b21b78687e,Item_IT_EXP_288,"Special honey gathered from
Y'sai's spot. Can be delivered to
Provisions, who's running low."
22045ea0-fc6b-4e02-81f0-f57e4ed26142,Item_IT_782,Assisted Combo: Akuma
03471e85-a948-4c99-8a66-610a6d6997ee,Item_IT_EXP_782,"Akuma's Ansatsuken fighting style.
Once activated, combine different
inputs to unleash fearsome combos."
16ccfb94-2c92-44c5-acab-7ff0efe28fc8,Item_IT_816,The Blackest Night
89db9824-f38f-4dcd-87a2-8c0765d034ed,Item_IT_EXP_816,"Reduces health and creates a
barrier around you. Counterattacks
when the barrier fades or is destroyed."
067bdd77-7068-4850-bc58-e8be74028dbf,Item_IT_817,Pom Motif
e4e30d59-4564-4084-901f-02d5b1e49209,Item_IT_EXP_817,"A spell that paints a pom,
rendering a rain of poms that
deal damage to monsters nearby."
6664b093-6915-47b9-81b1-3cb32d25acce,Item_IT_818,Wing Motif
47d08a6d-2a9b-4df4-915d-a10329bed989,Item_IT_EXP_818,"A spell that paints a pair of
windborne wings that deal
damage to monsters nearby."
5fb3b41c-5a35-48b2-92b3-4187c8f6dd62,Item_IT_819,Mog of the Ages
adb716fd-2f0c-4dfb-9408-7eb40282f846,Item_IT_EXP_819,"Render your moogle portrait
to life, dealing magical damage
to enemies in a straight line."
68210719-65f6-4670-b7ca-2765807d4aca,Item_IT_783,Gou Hadoken
8d58fd99-4c53-4145-802a-0e619926358f,Item_IT_EXP_783,"Akuma's signature Hadoken, which
can be fired from your slinger.
Hold the input to charge."
08a36e99-2454-4589-9ccd-b3df87e903f0,Item_IT_784,Drive Impact
08b2c6a7-c59c-4dc4-be57-864bdfefd3e7,Item_IT_EXP_784,"The fierce Oni Goroshi attack.
Use it on wounds or weak points
to unleash the Shun Goku Satsu."
708bda6f-51fc-4e4f-a94a-7213141ae451,Item_IT_289,Frostburst
518d9aff-f006-40c8-b81a-968a3dcd4b69,Item_IT_EXP_289,"Slinger ammo imbued with the ice
element. Use it to stagger a
monster when you're in a pinch."
d3495cb2-716a-4d67-976c-97f352fbd449,Item_IT_290,Dragonstrike Nut
bd72c17f-cc0f-41b1-b673-2a6432ef6414,Item_IT_EXP_290,"A nut that explodes on
impact. Used to make
Wyvern Ammo."
3705f146-c589-4c6c-a55d-71689cbd2313,Item_IT_291,Bomberry
ca5f8310-5d41-4312-a38e-e3711e108d06,Item_IT_EXP_291,"A berry that ruptures on impact.
Used to make cluster bombs."
cb7ab1ac-f6bf-40b1-a049-75e7659a45c1,Item_IT_292,Chatacabra Certificate
d3ec9843-1659-4356-8589-f7a4b012a6e2,Item_IT_EXP_292,"A Guild certificate awarded to those
who have hunted a Chatacabra.
Used to make equipment."
5988b158-65a4-497d-8854-fe733d32e620,Item_IT_293,Chatacabra Scale+
a2822c31-415f-4dcb-a299-01cf7bc95e10,Item_IT_EXP_293,"A high-quality Chatacabra scale.
Its enhanced durability makes
it impervious to most blows."
6f59fd58-798b-4516-a7d6-7891d6f6f294,Item_IT_294,Chatacabra Jaw+
c94679cc-5e5b-4a87-ad7b-1ce476426acb,Item_IT_EXP_294,"Fine plating from a Chatacabra's
hulking jaw. Its density and heft
are quite impressive."
2052f9a1-eec9-49f8-94b5-eccca6c6f848,Item_IT_295,Chatacabra Hide+
e7b69669-a1b4-4087-aa2c-55a4c542f596,Item_IT_EXP_295,"A high-quality Chatacabra hide.
Tempered by its harsh environment.
Makes a fine crafting material."
7ee74547-3766-4be8-99b6-9fb672a32244,Item_IT_296,Chatacabra Carapace
7dc014ba-02a3-409a-923e-39d2564ebb45,Item_IT_EXP_296,"Stout plating from a Chatacabra's
arms. Constant friction with the
ground has polished it to gleam."
915a1475-f59c-41c2-a1fb-a1731f7747c8,Item_IT_297,Chatacabra Certificate S
78e3edec-c328-4df8-a1d6-c793f554af2d,Item_IT_EXP_297,"A Guild certificate awarded to those
who have hunted a Chatacabra.
Used to make equipment."
cf772d59-d435-4f24-ab90-f46f5773fc3e,Item_IT_299,Quematrice Igniter
fbafb5e4-a9ee-45e3-bff4-ebba4753c9b5,Item_IT_EXP_299,"Flammable fluids from a Quematrice,
expelled as a gas then ignited by
sparks from its coarse tail."
13f8f05b-df52-4cfe-b4c4-77f11e9486b2,Item_IT_300,Quematrice Certificate
9d40599d-fba7-4397-88b4-a73a58bfa856,Item_IT_EXP_300,"A Guild certificate awarded to those
who have hunted a Quematrice.
Used to make equipment."
8066ba9e-f4d6-4658-bca7-0466973a74f9,Item_IT_301,Quematrice Scale+
09da28e2-ddf8-4097-bbbf-bfcbce9a7ff2,Item_IT_EXP_301,"A high-quality Quematrice scale.
Its keen ridges allow it to cleave
stone in a single stroke."
f433f783-df48-4fe3-a8c2-5186d727dd01,Item_IT_302,Quematrice Hide+
1ebb820a-3cbc-46cb-a71e-5596f4c71a29,Item_IT_EXP_302,"Fine Quematrice hide, hardened by
the struggle to survive. Offers
exceptional fire protection."
d40057cf-d163-4d88-a441-443f4ecc868f,Item_IT_303,Quematrice Igniter+
df8a59ce-5971-4a7b-b850-0b058165d40d,Item_IT_EXP_303,"Especially viscous fluid from a
Quematrice. The gas it releases
burns at a perilous temperature."
703de385-676e-4208-a458-3e6bfde45f1d,Item_IT_304,Quematrice Crest+
3aed9209-f494-494a-95c4-e4a08a0ec0e8,Item_IT_EXP_304,"The large crest of a Quematrice.
Colored an angry red and shaken
violently in a show of aggression."
2fa092f5-b087-4331-88de-567e20fffbc1,Item_IT_305,Quematrice Certificate S
727193a2-5762-42bc-9d11-6e6a97cee67e,Item_IT_EXP_305,"A Guild certificate awarded to those
who have hunted a Quematrice.
Used to make equipment."
abd770b6-b4ba-4582-944a-965ab59eee3f,Item_IT_306,Lala Barina Floret+
515b78dd-83b2-4b81-a7ea-7e3080531fc3,Item_IT_EXP_306,"High-quality hair from a Lala
Barina. Its delicate, transparent
strands dance in the wind."
affde285-a994-4774-8f9f-1727411488a2,Item_IT_307,Lala Barina Carapace
49d97a35-79f6-48ba-89c2-4165de41cd57,Item_IT_EXP_307,"The hard carapace of a Lala
Barina. A bit of polish will
make it shine black as night."
2023785c-4f87-4cc6-b5b1-e417fda29d60,Item_IT_308,Lala Barina Claw+
46d57cbf-463f-42ca-a9a0-8cf58cf00b6f,Item_IT_EXP_308,"A sharp claw from a Lala Barina.
The deep crimson tip mirrors
the blood of countless victims."
eabcd847-54e1-4639-b19d-04a4ff8dddec,Item_IT_309,Lala Barina Stinger+
52ad5c1f-9e8b-41a8-85fb-6300ebe9ebda,Item_IT_EXP_309,"The razor-sharp stinger of a Lala
Barina. Capable of piercing even
the thickest armor."
b7ac1ec2-5dd5-42b3-893d-33e7c6acaf5b,Item_IT_310,Lala Barina Certificate S
34dd3019-889c-41ad-a8fb-3b76e3a29f25,Item_IT_EXP_310,"A Guild certificate awarded to
those who have hunted a Lala
Barina. Used to make equipment."
b27b8585-045b-4745-a4ed-4d353e782e72,Item_IT_311,Balahara Certificate
fba9cf4e-1523-4046-9ec8-27d3fad53977,Item_IT_EXP_311,"A Guild certificate awarded to
those who have hunted a Balahara.
Used to make equipment."
0c469bf3-401c-4731-bf78-88282e3dfe9c,Item_IT_312,Balahara Scale+
a8bd09d4-a2e6-49cb-86a2-be8e50cf4844,Item_IT_EXP_312,"A high-quality Balahara scale.
Thick and durable enough to carve
through stone without a scratch."
e04d7f5a-afe2-409a-9fc9-c49a6db3c6d5,Item_IT_313,Balahara Carapace
938adde9-7be3-42f4-8644-4959fdf99cb4,Item_IT_EXP_313,"A hard Balahara carapace. A
quality material from a specimen
wrapped in pure fulgurite."
1f5558b8-bbeb-4909-a224-226998e593f4,Item_IT_314,Balahara Skull+
f77d7d34-4fe8-4f0e-b3fa-bd30ace1226b,Item_IT_EXP_314,"A Balahara's pointy skull. An
incredibly tough shell that digs
through hard bedrock with ease."
2dc07c5b-f622-4d70-bebe-ee003cbe7278,Item_IT_315,Balahara Certificate S
106ddfad-d9e6-41ac-bd7a-4163a9add0c0,Item_IT_EXP_315,"A Guild certificate awarded to
those who have hunted a Balahara.
Used to make equipment."
b9c867eb-4e31-4940-8974-37247273a228,Item_IT_316,Doshaguma Certificate
95b78f69-fc57-4bbe-af6b-775b9ed37e8e,Item_IT_EXP_316,"A Guild certificate awarded to those
who have hunted a Doshaguma.
Used to make equipment."
a9aa89bd-0aa8-4541-9822-93d2b4f152d4,Item_IT_317,Doshaguma Fur+
23871364-f9a9-4d06-9b89-94ad7aa73d29,Item_IT_EXP_317,"High-quality Doshaguma fur.
So accustomed to harsh climes
that it's akin to armor."
3119666f-cc1d-424c-9e74-5bcb4987768f,Item_IT_318,Doshaguma Hide+
1a0127a2-9c2a-4f6b-b5e2-3f8b130cece5,Item_IT_EXP_318,"High-quality Doshaguma hide. Its
thick, comfortable weight gives
reassurance to those who wear it."
1dfb274e-5e9c-4a83-b9aa-0ae257811ca4,Item_IT_319,Doshaguma Claw+
650b2989-9168-4d0f-94d3-383be9cac46f,Item_IT_EXP_319,"A sharp Doshaguma claw. One
poke pierces skin, and one
swipe tears flesh from bone."
229d9f74-a062-4f2a-bd61-7932fb5a9c33,Item_IT_320,Doshaguma Fang+
8737350f-89dc-4aad-a597-f173c9e3708b,Item_IT_EXP_320,"A sharp Doshaguma fang. Proof
of its owner's feral nature in its
ability to chew through even bone."
e9410089-8dc0-4d1b-9ba6-22ef834e601d,Item_IT_321,Doshaguma Certificate S
a92845d2-9644-4dc7-b736-268224886538,Item_IT_EXP_321,"A Guild certificate awarded to those
who have hunted a Doshaguma.
Used to make equipment."
f321887a-ba3c-45a4-8619-17fd1d2053fc,Item_IT_322,Uth Duna Scale
f09cba86-ce6d-4a55-be9e-28e83a5f961c,Item_IT_EXP_322,"A scale from an Uth Duna.
Glistens in a kaleidoscope
of colors."
a863b9fc-51a0-42db-a294-4b8d133c9892,Item_IT_323,Uth Duna Hide
78acbf1b-84a0-4424-8738-577b8ccf768d,Item_IT_EXP_323,"The hide of an Uth Duna. Highly
prized for its density and
spectacularly vibrant pattern."
0f6cea89-6a7b-480e-8abb-87a3eebebe21,Item_IT_324,Uth Duna Cilia
13b99437-f8ea-484f-b861-2032e602d852,Item_IT_EXP_324,"Extremely fine hair from an Uth
Duna. When woven together, it
forms a thin, watery membrane."
bd327c4d-5414-4bae-88c1-c4f9e4674174,Item_IT_325,Uth Duna Tentacle
d258a967-3433-4b11-aa28-1f466bd3187e,Item_IT_EXP_325,"A tentacle from the back of an
Uth Duna. Covered in a gelatinous
mix of water and body fluid."
0caa0a03-79b1-46e2-91c1-1175993b2850,Item_IT_326,Uth Duna Claw
bb8cc54b-8a6a-42da-a736-ef112b2d503a,Item_IT_EXP_326,"A claw from an Uth Duna. Its
curvature helps to anchor it
against the waves it creates."
d4202443-5eff-4872-a6e9-49894e85c7a8,Item_IT_327,Uth Duna Plate
5773f4e3-e8a5-4372-a7d4-e9fc8db10690,Item_IT_EXP_327,"A rare plate from an Uth Duna.
Hailed as a symbol of Plenty due
to the amount of water it holds."
ae04db30-57f6-487b-8f11-bb7e43f58836,Item_IT_328,Uth Duna Certificate
705749d0-785e-4f5b-8743-2a732670a59d,Item_IT_EXP_328,"A Guild certificate awarded to
those who have hunted an Uth
Duna. Used to make equipment."
ec942e6a-b4dc-4eed-a3ff-2ba2ea79f510,Item_IT_329,Uth Duna Scale+
345936d4-8752-438f-865b-d49e3be1496d,Item_IT_EXP_329,"A high-quality scale from an Uth
Duna. Thin grooves allow it to
store water to strengthen itself."
cfc9148f-4b8f-4350-bbed-1534c2acb368,Item_IT_330,Uth Duna Hide+
659b324f-e238-4b63-ade6-a5b2da6d29b8,Item_IT_EXP_330,"A high-quality hide from an
Uth Duna. Its pattern holds
an almost divine beauty."
1385033b-502d-4b33-a7dd-c26f20a2f36f,Item_IT_331,Uth Duna Cilia+
8516ed85-6fdd-401c-ab21-fb3f26d672b4,Item_IT_EXP_331,"High-quality Uth Duna hair. Weak
to cutting force, but can hold
a vast amount of water."
d30bd12e-45ca-48b5-b21c-2e09c20fb712,Item_IT_332,Uth Duna Tentacle+
f00d9557-528c-4c8a-a3ed-fac454ce588b,Item_IT_EXP_332,"An elegant and flexible tentacle
from an Uth Duna. A membrane of
water surrounds it like a veil."
fbc04795-97e6-4084-9c70-e99a659df247,Item_IT_333,Uth Duna Claw+
361c5de6-6bb5-46d7-95c1-66071b9b3443,Item_IT_EXP_333,"A sharp claw from an Uth Duna.
Heavy enough to easily crush
even the thickest trees."
2931f00f-9ae4-45a8-b5ac-0a0f2d02f1e1,Item_IT_334,Uth Duna Watergem
f346e7ac-416e-4b76-b776-7ad7c22274b3,Item_IT_EXP_334,"A rare jewel that developed within
an Uth Duna. Said to wield the
power of a devastating flood."
0ae71cbb-ed63-4c6b-8769-c45625985ed2,Item_IT_335,Uth Duna Certificate S
77bc42e5-34ab-4fb6-83a7-08a88d82266f,Item_IT_EXP_335,"A Guild certificate awarded to
those who have hunted an Uth
Duna. Used to make equipment."
ad9e57c4-4377-41c7-a91a-36e70e96958d,Item_IT_336,Rompopolo Hide
91b299f1-bbf3-409d-9480-5a40021d3a96,Item_IT_EXP_336,"A Rompopolo hide. It returns
to its original shape even
if stretched to its limit."
3fd35612-0072-4ffb-9f7a-a9a505e70013,Item_IT_337,Rompopolo Claw
1e756f8b-7368-42a4-864c-b48472fa4a3a,Item_IT_EXP_337,"A claw from a Rompopolo.
Developed for the specific
purpose of piercing prey."
5d29d6b5-cc99-4803-9011-0360e961b824,Item_IT_338,Spotted Poison Hide
33798dd5-a5c0-4354-9dcb-52f507e0f20a,Item_IT_EXP_338,"A poisonous hide from a Rompopolo.
The vibrant speckles warn of its
inherent danger."
86016d74-eeb0-4949-9ecf-abb6c3af28e6,Item_IT_339,Rompopolo Beak
1d0c0a95-543b-4d37-92ec-62df7f18c9c9,Item_IT_EXP_339,"The beak of a Rompopolo.
Its disturbing shape evokes an
indescribable sense of unease."
9bf4dadf-52ad-4ee0-9754-058ab97c484e,Item_IT_340,Rompopolo Certificate
ec6fb065-e533-4391-9e08-2cac44176878,Item_IT_EXP_340,"A Guild certificate awarded to those
who have hunted a Rompopolo.
Used to make equipment."
60104a8a-2a8a-4835-bf51-ed835a4eedce,Item_IT_341,Rompopolo Hide+
2d55579a-fe37-4248-96f4-323f52470199,Item_IT_EXP_341,"A high-quality Rompopolo hide.
Can expand to extreme lengths
when filled with gas."
0001b633-1932-42c8-8fef-7581be91575e,Item_IT_342,Rompopolo Claw+
d893a234-4cc9-45a0-90af-3038f80d0809,Item_IT_EXP_342,"A sharp claw from a Rompopolo.
Perfectly suited to piercing
vitals with acute precision."
7b53c4ac-78ba-4da8-a5a7-b934012df1a1,Item_IT_343,Spotted Poison Hide+
890310b4-d2b2-4b6a-9e82-67f0018cdf8f,Item_IT_EXP_343,"A highly poisonous hide from a
Rompopolo. The more striking the
pattern, the more poisonous it is."
6945eb23-13c9-4270-8e65-ca7f092b8b6b,Item_IT_344,Rompopolo Beak+
e8313a0f-5989-4b93-bfa8-84c417f9347e,Item_IT_EXP_344,"A large beak from a Rompopolo.
Its sharp point and gentle curve
strike untold fear into its prey."
62691e79-e21c-4788-8b02-a19cb6cd3ae1,Item_IT_345,Rompopolo Certificate S
3d76fa2a-ab87-442f-9282-a1c9ae6fd431,Item_IT_EXP_345,"A Guild certificate awarded to those
who have hunted a Rompopolo.
Used to make equipment."
3eb62265-335f-4d90-9336-577129a2020d,Item_IT_346,Rey Dau Certificate
d6a642a0-cfa0-4710-b47e-9980425c60b1,Item_IT_EXP_346,"A Guild certificate awarded to
those who have hunted a Rey
Dau. Used to make equipment."
7805736b-bbad-4acc-914e-085c7aa1ca88,Item_IT_347,Rey Dau Scale+
33fd97bc-16d1-4869-900b-a2cc42b409d4,Item_IT_EXP_347,"A high-quality Rey Dau scale.
Constant exposure to the Sandtide
made it as sturdy as it is smooth."
26505205-8e33-4d6f-ac76-d369bf69d0f6,Item_IT_348,Rey Dau Carapace
f3fd5ce9-e062-47a8-946c-8ae7e88c14ff,Item_IT_EXP_348,"The tough carapace of a Rey Dau.
Its complex but consistent pattern
enhances its conductivity."
4d64cd7d-ed54-4e4f-908d-21bf8af8fc5b,Item_IT_349,Rey Dau Bolthorn
0e975d4b-7364-4fbb-a9dd-c8f775d4b2b3,Item_IT_EXP_349,"A Rey Dau horn crackling with
lightning. Durable enough to
sustain great bolts of electricity."
2ba1eb17-1df4-4682-896b-311d4589307a,Item_IT_350,Rey Dau Fulgurtalon
50fa85e8-5938-4e78-a5df-9940988ee88f,Item_IT_EXP_350,"A Rey Dau wingtalon with an
azure glow. Coated with pure,
razor-sharp fulgurite."
5bf11a29-5a9c-4027-a915-4d733c5efc54,Item_IT_351,Rey Dau Boltgem
560cd155-1cae-4bc5-93da-52952622a517,Item_IT_EXP_351,"A rare jewel that developed
within a Rey Dau. Said to wield
the power of ten thousand storms."
67277e56-1072-4cf2-8cd7-e571a72d2fbf,Item_IT_352,Rey Dau Certificate S
6433f8fc-fc56-4546-b345-a67505c36940,Item_IT_EXP_352,"A Guild certificate awarded to
those who have hunted a Rey
Dau. Used to make equipment."
ee71959a-8bdb-4954-b13f-e118dcc202d2,Item_IT_353,Hirabami Scale
c0160cb2-fd20-4c13-9a7b-4ed41e61f30a,Item_IT_EXP_353,"A scale from a Hirabami. Though
small and lightweight, it's very
strong and easy to process."
f058f422-c2f0-49fa-8cfe-6041a53442f3,Item_IT_354,Hirabami Hide
64cccd8d-68eb-4787-98a1-c27b14fb3f38,Item_IT_EXP_354,"The hide of a Hirabami. Light
and smooth like cloth, it is
known for its unique texture."
66d2955c-1fc8-4678-9c13-6208b5380229,Item_IT_355,Hirabami Webbing
e113239d-52ca-4733-8fb6-13d29cad3d46,Item_IT_EXP_355,"Webbing from a Hirabami. Its
superb elasticity allows the
monster to float in the air."
b50c73f3-b996-405e-9409-861557cbb243,Item_IT_356,Hirabami Tail Claw
